Probe Name	perc_Samples_above_Threshold	20150715_PP1_PR13-126-11B 15-1_10.RCC	20150715_PP1_PR13-126-12B_12.RCC	20150715_PP1_PR13-126-1B_01.RCC	20150715_PP1_PR13-126-5B_04.RCC	20150715_PP1_PR13-126-6B_06.RCC	20150715_PP1_PR13-126-7B_05.RCC	20150715_PP1_PR13-126-9B_08.RCC	20150715_PP2_PR13-126-13B_01.RCC	20150715_PP2_PR13-126-16B_02.RCC	20150715_PP2_PR13-126-3B 15-2_06.RCC	20151008_PP3_PR13-126-03A_01.RCC	20151008_PP3_PR13-126-06A_02.RCC	20151008_PP3_PR13-126-11A_03.RCC	20160226_26FEBCITN_PR1312644A_07.RCC	20160226_26FEBCITN_PR1312644B_08.RCC	20160226_26FEBCITN_PR1312647A_05.RCC	20160226_26FEBCITN_PR1312647B_06.RCC	20160325_Lysates1A_PR13 126 01A_05.RCC	20160325_Lysates1A_PR13 126 05A_06.RCC	20160325_Lysates1A_PR13 126 07A_07.RCC	20160325_Lysates1A_PR13 126 09A_02.RCC	20160325_Lysates1A_PR13 126 12A_03.RCC	20160325_Lysates1A_PR13 126 13A_09.RCC	20160325_Lysates1A_PR13 126 16A_04.RCC
ID	xx	22-024_D015:22-024_D015	22-025_D015:22-025_D015	58-001_D015:58-001_D015	58-003_D015:58-003_D015	58-004_D015:58-004_D015	58-005_D015:58-005_D015	22-023_D015:22-023_D015	58-007_D015:58-007_D015	22-026_D015:22-026_D015	58-002_D015:58-002_D015	58-002_D000:58-002_D000	58-004_D000:58-004_D000	22-024_D000:22-024_D000	22-029_D000:22-029_D000	22-029_D015:22-029_D015	58-008_D000:58-008_D000	58-008_D015:58-008_D015	58-001_D000:58-001_D000	58-003_D000:58-003_D000	58-005_D000:58-005_D000	22-023_D000:22-023_D000	22-025_D000:22-025_D000	58-007_D000:58-007_D000	22-026_D000:22-026_D000
FLAG				FLAG	FLAG	FLAG		FLAG	FLAG							FLAG									
LILRA4	50	11.75	12.88	22.5	9	10.5	11.75	10.12	11.62	15.25	10.88	66.02	29.41	80.46	14.87	7.38	17.15	7.62	97.81	40.2	43.43	90.71	9.25	45.62	44.4
LILRA5	91.67	35.94	12.88	39.37	21.5	18.88	16.26	34.19	11.62	33.64	95.62	215.55	96.25	164.93	61.14	21.87	61.27	14.51	248.71	106.18	86.86	300.29	312.73	121.64	180.64
LILRB1	100	158.98	46.36	519.35	253.75	210.82	127.66	140.08	200.11	63.25	338.82	458.29	187.16	245.39	118.98	151.77	199.32	108.81	866.28	191.74	136.08	613.09	469.09	273.7	529.68
LILRB2	100	131.33	34.06	311.24	144.8	88.1	82.94	93.75	101.81	82.09	582.01	763.17	223.25	446.53	95.84	109.33	118.45	48.06	708.39	189.67	170.82	503.61	493.15	253.42	388.84
LILRB3	100	77.42	18.92	112.5	60.21	67.65	36.59	35.3	28.09	60.56	205.78	211.67	48.13	96.55	62.79	32.15	54.73	15.41	167.67	52.57	81.07	128.25	168.39	79.41	114.82
LRP1	100	5247.84	6641.11	8780.28	4055.72	6434.76	2930.47	1833.16	8400.96	951.45	6271.21	3912.93	2681.72	4658.39	7632.87	5472.69	2203.1	2099.09	4114.83	1764.79	1580.8	1598.41	3656.49	2519.02	1838.59
LRRN3	100	69.12	210.99	163.12	32.97	69.22	30.09	59.56	75.48	53.83	68.59	306.82	264.7	265.5	38.01	46.3	41.66	743.52	402.4	123.7	179.5	294.03	264.61	146.99	197.48
LTA	100	38.71	20.82	159.37	34.41	61.36	17.08	31.99	42.13	48.45	89.38	238.85	239.3	265.5	64.45	39.87	124.98	14.51	444.32	184.52	234.51	328.44	384.89	223.01	347.51
LTB	100	82.95	26.49	838.09	113.26	51.92	45.53	213.98	159.73	254.35	500.95	271.87	207.21	1009.72	214.82	169.78	112.73	66.19	862.09	135.04	208.46	269.01	469.09	331.14	300.05
LTBR	100	2398.58	1280.16	1678.06	1716.05	2038.99	5208.01	2333.92	2171.33	1383.44	4762.13	2128.32	1240.6	691.92	3146.35	2252.1	1124.01	1298.44	860.69	961.77	2883.65	1082.29	974.26	1314.42	725.64
LTF	100	293.08	44.47	421.86	215.04	92.82	33.34	101.47	59.68	61.9	130.95	188.36	143.04	695.94	69.4	50.16	117.63	165.93	329.75	132.98	165.03	200.19	517.2	172.33	238.82
LTK	87.5	27.65	12.88	50.62	31.54	36.19	21.95	10.12	22.82	15.25	126.8	174.77	84.22	108.62	36.35	11.58	71.07	41.71	259.88	120.61	191.09	143.89	204.48	99.68	124
LY86	100	91.24	24.6	404.98	68.81	168.34	91.88	77.21	173.78	82.09	209.94	345.66	247.32	245.39	246.22	187.78	179.71	94.3	754.5	288.63	211.35	494.22	457.06	283.83	485.29
LY9	100	77.42	28.38	779.97	73.11	127.44	18.7	69.49	122.87	43.06	172.53	277.69	201.86	398.26	89.23	88.75	195.23	48.06	915.18	232.97	193.98	453.56	420.98	263.56	332.2
LY96	100	349.76	396.44	813.72	341.2	328.82	140.67	195.23	440.58	207.25	885.49	363.14	160.42	366.07	414.78	434.73	185.43	220.34	708.39	206.17	199.77	769.49	757.76	217.94	569.49
LYN	100	243.31	85.15	371.24	263.79	250.15	304.11	402.59	203.62	250.31	563.31	281.58	165.77	140.8	206.56	248.23	289.17	326.42	322.76	98.96	237.41	325.31	180.42	212.88	303.11
MAF	100	277.88	946.16	519.35	243.72	349.27	105.71	169.86	222.93	162.84	569.54	464.11	229.94	780.42	284.23	303.54	119.26	92.49	1210	333.99	405.33	885.23	1407.27	326.07	988.95
MAGEA1	54.17	11.75	12.88	9.88	15.77	10.5	11.75	10.12	11.62	15.25	10.88	75.73	53.47	68.39	6.88	7.38	26.96	55.31	136.93	65.97	63.7	87.58	156.36	52.37	65.83
MAGEA12	62.5	11.75	12.88	20.62	9	18.88	11.75	10.12	11.62	15.25	10.88	79.62	61.5	80.46	31.4	15.43	65.35	7.62	219.36	89.68	115.81	128.25	240.56	104.75	116.35
MAGEA3	66.67	11.75	12.88	31.87	38.71	10.5	11.75	10.12	11.62	15.25	110.17	256.33	133.68	217.23	56.18	7.38	88.22	96.11	480.65	221.63	179.5	290.9	613.43	204.43	269.43
MAGEA4	66.67	11.75	12.88	24.37	9	10.5	11.75	14.34	26.33	15.25	24.94	73.79	25.4	36.21	13.22	7.38	15.52	10.88	93.61	52.57	37.64	78.2	9.25	40.55	55.11
MAGEB2	87.5	29.03	15.14	48.75	9	10.5	13.82	30.88	11.62	21.53	22.86	182.54	120.32	136.77	39.66	19.29	64.53	19.95	322.76	157.72	136.08	297.16	288.67	128.4	142.37
MAGEC1	54.17	11.75	12.88	9.88	20.07	10.5	11.75	10.12	11.62	15.25	10.88	149.53	117.64	168.96	6.88	7.38	184.61	797.02	206.79	134.01	92.65	168.91	240.56	108.13	133.19
MAGEC2	79.17	11.75	17.98	54.37	9	20.45	11.75	10.12	11.62	30.95	39.49	334.01	184.49	245.39	18.18	11.58	48.2	12.69	433.14	206.17	191.09	290.9	469.09	189.22	241.88
MAP2K1	100	626.26	545.94	1049.96	875.94	1091.86	787.1	808.49	796.91	1209.84	1028.92	846.67	894.35	1782.1	732.06	744.7	465.62	597.54	1019.98	563.87	744.07	1079.16	974.26	848.12	823.61
MAP2K2	100	2312.86	1469.39	1597.44	1888.08	1716.46	1342.46	1730.58	1053.19	1645.86	3138.72	2005.98	1574.81	2590.68	1698.76	1819.94	1354.37	1057.25	1711.6	2182.28	1551.84	1801.73	1371.19	1437.75	1530.88
MAP2K4	100	342.85	316.02	328.11	240.85	264.31	256.13	219.49	236.97	146.69	241.12	501.01	348.92	547.1	317.28	303.54	260.58	338.21	528.15	323.68	321.37	559.91	433.01	364.93	296.99
MAP3K1	100	1746.05	1049.29	1286.2	967.7	766.19	1513.21	1987.58	1360.37	536.96	883.41	1137.95	732.59	732.15	690.74	780.71	885.49	889.51	709.79	257.71	489.29	609.96	757.76	843.05	557.24
MAP3K5	100	1410.11	4081.74	1162.45	526.14	943.98	649.68	779.81	1209.41	575.99	1592.23	1128.24	529.39	880.99	1553.35	1028.94	883.85	567.62	1085.65	505.11	755.66	860.2	1070.49	895.43	783.81
MAP3K7	100	1306.43	1301.92	1528.07	1951.16	1408.1	845.64	1679.85	2092.34	592.13	1016.45	1013.67	998.63	965.47	1477.33	1336.34	1470.37	1518.78	1059.1	2177.12	1048.07	1169.87	745.73	1794.23	685.83
MAP4K2	100	118.89	105.02	358.11	736.88	201.38	190.27	157.73	261.54	383.54	486.4	300.99	139.03	209.19	302.41	255.95	133.97	213.08	289.23	294.82	251.89	272.14	288.67	265.25	243.41
MAPK1	100	1403.2	1165.67	1346.2	1406.39	1096.58	1009.08	2052.66	1537.66	893.58	1053.86	1021.44	711.2	1367.75	1343.48	1152.42	1075.82	1274.87	1109.4	1348.33	874.36	1241.82	1010.35	1324.56	1187.96
MAPK11	100	63.59	52.99	97.5	48.74	48.77	13.82	30.88	45.64	43.06	112.25	178.65	101.6	172.98	72.71	56.59	58	18.13	289.23	47.42	124.49	153.27	324.75	131.78	116.35
MAPK14	100	1433.62	1368.15	1573.06	1159.8	1810.86	1816.5	1771.39	1807.98	1753.53	2251.15	1423.41	1426.42	1319.48	3101.73	3278.47	995.77	1340.15	1133.15	863.84	1522.89	1110.44	1070.49	1430.99	1391.57
MAPK3	100	1193.07	804.24	770.6	1062.32	649.77	665.94	790.84	835.53	1016.05	806.51	572.86	803.45	1041.9	1113.78	1140.84	1066.02	697.28	883.05	1254.53	1357.86	1019.73	1106.57	785.61	1217.05
MAPK8	100	696.76	943.32	759.35	758.39	549.08	647.24	574.66	642.45	573.29	517.58	341.77	433.14	370.1	770.06	945.34	681.27	1173.31	338.13	494.8	370.59	459.82	384.89	376.76	352.1
MAPKAPK2	100	713.35	539.31	1139.96	1042.24	748.89	1125.35	889.01	889.95	671.53	1174.42	786.47	419.77	1142.47	1455.85	1273.32	943.49	1593.13	841.13	1163.81	839.62	735.08	781.82	785.61	898.63
MARCO	100	421.65	150.44	146.24	192.11	97.54	329.31	49.63	35.11	52.48	172.53	201.96	128.34	848.81	953.49	264.95	33.49	52.59	1692.04	117.52	222.93	525.5	1034.4	765.34	583.26
MASP1	87.5	22.12	30.28	45	34.41	10.5	11.75	27.57	31.6	24.22	10.88	149.53	84.22	152.87	23.13	32.15	44.11	12.69	188.63	102.05	150.55	247.11	360.84	174.02	171.46
MASP2	70.83	11.75	15.14	22.5	9	10.5	11.75	12.13	11.62	15.25	10.88	73.79	33.42	48.27	34.7	14.15	80.05	9.07	192.82	114.42	112.91	121.99	228.53	109.82	85.73
MAVS	100	1237.31	1107.95	920.59	888.85	2534.57	602.52	1183.5	826.76	1191	1519.47	1188.44	3785.96	1725.78	877.47	852.74	1329.87	1789.89	954.31	744.26	573.26	938.4	962.24	949.49	1157.34
MBL2	37.5	11.75	12.88	9.88	9	10.5	11.75	10.12	11.62	15.25	10.88	54.37	34.76	68.39	6.88	7.38	8.38	7.62	64.27	29.89	72.38	96.97	9.25	50.68	39.8
MCAM	100	230.87	247.89	528.73	382.78	583.69	165.88	241.55	551.17	421.22	1249.25	605.87	336.89	659.74	629.6	493.89	423.14	474.22	359.09	354.61	225.83	1507.7	938.18	498.4	240.35
MEF2C	100	955.28	1482.63	1235.58	402.85	645.05	250.44	467.67	621.38	192.44	509.26	714.62	465.22	9103.58	470.96	553.06	387.2	226.68	1133.15	372.13	367.69	1019.73	1311.05	456.16	929.24
MEFV	91.67	20.74	12.88	43.12	43.01	25.17	12.2	33.09	11.62	30.95	81.07	83.5	29.41	72.41	28.09	24.44	40.84	9.07	169.06	63.91	101.33	178.3	192.45	65.89	88.79
MERTK	100	443.77	765.44	828.72	814.3	750.46	1721.37	595.61	881.17	366.05	1164.03	817.54	254	233.32	451.13	595.5	888.76	571.24	611.99	283.48	579.05	594.32	481.12	434.2	854.23
MFGE8	100	5675.02	4589.83	5131.68	9795.96	10042.32	4482.71	3026.59	7302.13	1761.6	5464.7	3039.08	8184.19	4119.34	7133.82	4177.51	631.44	2457.25	2266.3	6192.22	1916.64	1757.94	3632.44	2819.75	1048.65
MICA	100	391.24	286.69	196.87	139.06	339.83	382.16	142.29	258.03	292.03	245.28	297.11	461.21	454.58	527.15	402.57	153.57	163.21	363.28	177.3	344.53	294.03	300.7	375.07	431.71
MICB	100	70.51	80.42	359.99	179.2	141.6	337.44	140.08	147.45	732.09	496.79	454.4	283.41	273.55	118.98	162.06	233.63	245.72	447.11	354.61	260.57	369.1	433.01	224.7	644.5
MIF	100	5485.62	1511.97	3558.61	7039.1	3503.72	2948.36	9283.82	3996.86	7865.97	5333.75	3982.84	3612.17	1146.5	2749.75	3084.26	3073.07	5778.61	2582.08	7130.28	3393.21	4685.75	1262.93	5830.41	2908.67
MME	100	214.28	68.12	84.37	140.5	111.7	142.3	34.19	54.41	83.44	284.77	409.74	147.05	297.69	87.58	56.59	89.04	25.39	314.38	329.87	602.21	403.51	384.89	216.25	218.92
MNX1	50	11.75	12.88	9.88	9	10.5	11.75	10.12	11.62	15.25	10.88	60.2	18.72	48.27	16.52	7.38	18.79	9.07	167.67	52.57	75.28	68.82	9.25	65.89	71.95
MPPED1	79.17	19.35	36.9	39.37	9	25.17	22.77	10.12	24.57	15.25	10.88	118.46	60.16	88.5	51.23	14.15	73.52	7.62	250.1	57.73	95.54	109.48	168.39	77.72	108.69
MR1	100	228.11	178.82	153.74	106.09	162.05	95.13	56.25	159.73	169.57	74.83	231.09	219.24	253.44	152.03	117.04	146.22	129.66	437.33	261.83	231.62	309.67	457.06	189.22	310.77
MRC1	100	504.6	254.52	952.46	378.48	287.91	261.82	205.16	535.37	200.52	357.52	318.47	244.64	1275.23	1234.41	1126.69	170.73	215.8	611.99	327.81	483.5	819.54	1816.22	157.12	434.77
MS4A1	79.17	11.75	12.88	1046.21	28.67	10.5	11.75	12.13	71.97	15.25	89.38	38.84	45.45	506.87	69.4	28.3	53.1	15.41	585.44	43.3	118.7	71.94	216.5	109.82	67.36
MS4A2	87.5	26.27	12.88	65.62	50.18	26.75	11.75	23.16	66.7	15.25	60.28	108.75	94.92	349.98	152.03	73.31	35.13	18.13	209.58	119.58	78.17	228.34	493.15	106.44	101.04
MSR1	100	716.12	179.77	1168.08	848.71	1214.58	810.68	711.43	1167.29	632.51	2394.57	1652.56	577.52	458.6	941.92	1088.11	647.78	680.05	1084.25	521.6	315.58	1942.49	878.04	758.58	1284.41
MST1R	100	81.57	69.07	97.5	75.98	95.97	23.58	27.57	82.5	201.86	101.85	163.12	187.16	144.82	203.26	196.79	75.97	100.65	354.9	331.93	234.51	315.93	276.64	239.91	909.34
MUC1	100	8503.54	1029.42	1248.7	11563.61	1680.28	3728.95	4429.59	4344.41	15151.91	9804.87	4349.86	1677.75	40.23	6533.96	7250.19	1632.11	4254.39	407.99	4034.69	3161.59	2067.61	457.06	6801.87	5479.02
MX1	100	1107.35	2712.64	2724.27	6869.93	5239.06	738.31	4210.09	5292.29	11195.38	13525.6	6922.88	4727.1	824.67	3009.19	6664.98	1777.51	5113.07	2751.14	3116.21	1430.24	7754.32	1744.05	2476.79	2968.37
MYD88	100	790.77	337.78	787.47	818.6	777.21	368.34	450.02	459.89	1332.3	1482.06	1336.03	1122.95	780.42	735.36	712.54	700.06	884.07	1099.62	1095.78	636.95	1207.41	878.04	594.7	913.93
NCAM1	100	743.77	4240.69	228.74	1199.94	366.58	686.27	594.51	135.16	74.02	498.87	460.23	300.79	748.24	1581.44	1782.64	151.12	436.14	410.78	2086.41	341.64	387.87	986.29	238.22	267.9
NCF4	100	199.08	55.82	528.73	249.45	237.57	108.96	165.45	233.46	135.92	683.87	374.79	128.34	406.3	155.33	168.49	111.09	79.79	394.02	144.32	138.97	403.51	529.23	155.43	321.48
NCR1	95.83	37.33	13.25	52.5	14.34	33.04	12.2	20.96	33.35	43.06	81.07	48.55	30.75	32.18	18.18	23.15	16.34	7.62	71.26	25.77	46.32	68.82	312.73	25.34	65.83
NEFL	70.83	11.75	17.98	9.88	12.9	18.88	11.75	10.12	11.62	15.25	10.88	190.31	88.23	177	26.44	25.72	32.67	9.97	326.95	84.53	75.28	278.39	384.89	136.85	134.72
NFATC1	100	168.66	153.28	296.24	118.99	250.15	52.85	134.56	219.41	107.66	139.27	203.9	262.02	708.01	231.35	194.21	154.39	130.57	477.85	95.87	205.56	312.8	793.84	349.72	333.73
NFATC2	100	671.88	271.55	1046.21	474.53	591.56	248.81	300.01	542.39	320.29	461.45	574.8	731.26	1070.06	424.69	554.34	465.62	345.47	1237.94	495.83	304	534.89	685.59	489.95	826.67
NFATC3	100	1114.27	898.85	1108.08	798.53	663.93	562.68	862.53	849.57	378.16	484.32	563.15	529.39	1170.63	520.54	448.88	544.04	707.25	836.94	490.68	309.79	622.47	793.84	488.26	512.84
NFATC4	100	1007.82	1164.72	864.34	1198.51	936.11	484.62	1587.2	912.77	1472.26	941.62	879.68	661.74	595.37	1525.25	1205.15	1247.36	1223.18	718.17	600.98	1030.7	738.21	793.84	574.42	789.93
NFKB1	100	418.89	287.63	344.99	364.14	346.12	170.75	218.39	289.63	304.14	353.37	248.56	300.79	313.78	290.84	261.09	198.5	185.88	392.62	341.21	277.94	319.06	433.01	336.21	358.23
NFKB2	100	1009.2	573.37	1160.58	1006.4	685.96	670.01	1111.81	524.84	878.78	1349.03	695.2	557.47	526.99	1388.1	1064.96	434.58	588.47	890.03	781.37	880.15	782	745.73	706.2	695.02
NFKBIA	100	2081.99	4309.76	3410.49	3877.95	1612.62	3391.51	5680.37	2418.83	2801.87	4246.63	2687.59	1505.29	2216.56	2219.3	2271.39	3670.2	3794.68	2086.06	2770.88	3300.56	2180.22	1515.52	1400.58	2590.25
NLRC5	100	157.6	82.32	815.59	354.11	262.74	131.72	247.07	273.83	349.9	681.79	563.15	326.19	382.17	383.38	382	290.81	360.88	1233.75	519.54	292.42	900.87	890.07	400.41	646.03
NLRP3	100	132.72	92.72	526.85	147.66	215.54	96.76	136.77	175.53	88.82	230.73	200.02	85.56	148.84	89.23	104.18	102.11	58.94	314.38	147.41	115.81	225.22	288.67	150.36	171.46
NOD1	100	492.16	623.52	524.98	332.6	476.71	453.72	230.52	451.12	349.9	476	510.72	399.72	502.85	432.95	369.13	330.02	200.39	750.31	444.29	480.61	600.58	685.59	479.81	537.34
NOD2	100	107.83	38.79	120	74.55	51.92	88.63	242.66	28.09	69.98	201.63	314.59	183.15	233.32	92.54	87.46	100.48	115.16	440.13	175.24	214.25	378.49	288.67	177.4	238.82
NOS2A	62.5	27.65	48.25	28.12	14.34	23.6	14.64	10.12	11.62	15.25	29.1	19.42	17.38	28.16	11.57	10.29	22.87	7.62	16.77	9.62	9.12	46.92	9.25	7.88	8.88
NOTCH1	100	584.78	263.98	871.84	916.09	638.76	492.75	739	621.38	709.22	1540.26	627.23	263.36	506.87	504.01	369.13	991.68	422.54	516.97	561.8	295.31	794.51	565.31	366.62	502.13
NRP1	100	1542.83	2860.25	2399.91	1542.58	2238.79	974.11	1350.05	1323.51	1355.18	3041.03	2407.96	1910.36	4187.73	1490.55	1588.43	1057.85	919.43	1919.79	717.46	958.32	3531.52	3548.24	1525.61	1455.87
NT5E	100	825.33	577.16	631.85	367.01	755.18	42.28	66.18	2539.95	269.15	1471.67	1225.34	237.96	776.4	1092.3	676.53	926.33	1293	797.82	443.26	804.87	794.51	1202.79	1944.6	430.18
NUP107	100	1328.55	1442.9	1406.2	1469.47	1688.14	2262.09	2567.75	2306.49	1682.2	1964.3	1297.19	1525.34	893.06	1675.63	1893.26	2047.9	2291.32	1088.44	1357.61	1273.9	1057.27	1154.68	1689.49	1135.91
OAS3	100	264.05	581.89	594.35	969.13	1332.58	191.9	795.25	1362.13	4384.49	1671.21	1252.53	1637.64	462.62	594.9	1162.71	671.47	1050	841.13	717.46	280.84	1792.35	601.4	751.82	1439.03
OSM	100	27.65	16.08	52.5	54.48	67.65	20.33	31.99	28.09	79.4	54.04	89.33	20.05	36.21	16.52	15.43	23.69	22.67	122.96	56.7	83.96	118.86	264.61	74.34	55.11
PASD1	33.33	11.75	12.88	9.88	15.77	10.5	11.75	10.12	11.62	15.25	10.88	8.12	12.03	5.62	6.88	7.38	8.38	15.41	11.18	12.37	9.12	9	132.31	13.52	16.84
PAX5	87.5	17.97	13.25	299.99	14.34	10.5	11.75	14.34	22.82	28.26	47.81	170.89	86.9	249.41	13.22	7.38	75.97	8.16	405.2	138.13	144.76	240.86	396.92	163.88	182.17
PBK	100	59.45	51.09	136.87	127.59	226.55	108.14	386.04	114.1	269.15	351.29	365.08	326.19	209.19	69.4	106.75	271.2	502.33	497.41	229.88	150.55	331.57	372.87	278.77	258.72
PDCD1	100	29.03	15.14	84.37	17.2	20.45	13.82	30.88	26.33	82.09	70.67	93.21	65.51	84.48	13.22	20.58	44.93	18.13	180.24	52.57	72.38	75.07	168.39	47.31	99.51
PDCD1LG2	100	118.89	65.29	339.36	107.52	140.02	39.03	77.21	182.55	142.65	236.96	194.19	56.15	181.03	90.89	145.34	89.86	59.84	297.61	75.25	92.65	156.4	156.36	72.65	223.51
PDGFC	100	2720.69	1660.51	1398.7	656.6	1793.55	2235.26	2071.41	2894.52	1122.36	1324.08	1077.76	784.73	422.39	2363.07	1601.29	747.44	694.56	600.81	368.01	935.16	750.72	745.73	1118.44	685.83
PDGFRB	100	1310.58	4224.61	3519.24	1942.56	2857.1	425.26	456.64	4135.53	629.82	2899.68	2044.82	1310.11	3443.51	5740.77	3180.72	1712.16	1551.42	2640.76	1053.51	1375.23	3831.8	3391.88	1515.47	1812.56
PECAM1	100	714.73	300.88	3164.88	1218.58	1307.41	487.06	842.68	1348.08	409.11	1536.1	1710.82	1134.98	5205.49	1128.65	1197.43	829.94	624.74	2678.48	665.92	521.14	4773.33	5400.55	1268.8	2189.16
PIK3CD	100	282.02	439.96	909.34	480.26	363.43	128.47	241.55	251.01	111.7	586.17	681.61	272.72	474.69	376.77	354.99	201.77	162.31	1056.3	1539.04	275.05	456.69	589.37	457.85	564.89
PIK3CG	100	131.33	75.69	541.85	150.53	132.16	78.87	87.14	172.02	145.34	367.92	396.15	280.74	438.48	99.15	128.62	192.78	93.39	627.36	219.57	202.67	487.97	360.84	234.84	541.93
PIN1	100	518.42	382.25	461.23	857.31	421.64	263.45	391.56	510.8	639.24	582.01	429.16	482.6	724.1	487.49	473.31	794	712.69	392.62	955.58	269.26	331.57	360.84	381.82	454.67
PLA2G1B	87.5	45.62	73.8	26.25	9	22.03	15.45	16.54	11.62	22.88	22.86	104.86	89.57	136.77	24.79	7.38	62.08	8.16	209.58	107.21	95.54	131.38	276.64	97.99	142.37
PLA2G6	100	897.22	687.86	438.73	748.35	468.84	254.51	539.36	738.99	267.81	399.1	289.34	315.5	273.55	269.36	262.38	138.05	159.59	272.46	318.53	222.93	284.65	613.43	657.21	304.64
PLAU	100	1327.17	107.86	6037.27	1889.52	7710.7	480.55	530.54	1344.57	1224.64	7086.03	5241.19	1661.7	712.03	8966.44	4802.59	665.75	2913.34	1865.3	637.06	3129.74	2827.72	1491.46	4269.33	1354.83
PLAUR	100	539.16	96.51	941.21	645.13	676.52	280.53	434.58	423.03	726.71	2993.22	899.1	243.31	172.98	791.55	488.75	111.91	340.93	364.68	206.17	234.51	441.05	216.5	368.31	195.95
PMCH	58.33	11.75	12.88	26.25	9	10.5	11.75	10.12	11.62	15.25	10.88	242.74	161.76	233.32	14.87	7.38	62.9	17.23	361.88	124.73	115.81	356.59	457.06	158.81	200.55
PNMA1	100	678.79	778.69	523.1	497.47	402.76	513.08	1169.16	928.56	676.92	419.88	436.93	458.54	418.37	741.97	757.56	796.45	953.88	357.69	510.26	390.86	556.78	517.2	655.52	437.83
POU2AF1	87.5	17.97	12.88	333.74	27.24	10.5	11.75	27.57	40.37	24.22	133.03	165.06	102.94	177	31.4	16.72	39.21	25.39	335.33	95.87	118.7	159.53	312.73	123.33	215.85
POU2F2	100	103.68	19.87	517.48	116.12	121.14	62.61	43.02	89.52	51.14	315.95	165.06	42.78	172.98	94.19	82.32	66.98	69.82	312.98	35.05	66.59	81.33	216.5	104.75	113.29
PPARG	100	29.03	278.17	149.99	22.94	34.61	77.25	49.63	108.83	21.53	99.77	188.36	92.24	317.8	120.63	90.03	102.11	19.95	201.2	106.18	101.33	175.17	228.53	128.4	136.25
PPBP	87.5	11.75	12.88	110.62	172.03	100.69	32.52	14.34	40.37	30.95	56.12	95.15	38.77	96.55	560.2	25.72	8.99	21.76	37.73	15.46	31.85	265.88	9.25	145.3	119.41
PRAME	100	56.68	124.89	172.49	2385.55	273.75	626.91	3218.51	767.07	4539.25	247.36	353.43	435.81	269.53	651.08	757.56	86.59	1116.19	480.65	1275.14	440.07	1357.55	661.54	812.64	1362.48
PRF1	100	153.45	32.17	558.73	157.7	163.62	66.68	270.23	103.56	287.99	478.08	316.53	233.95	402.28	122.28	136.34	130.7	50.78	651.11	206.17	257.68	1357.55	396.92	221.32	479.17
PRG2	100	55.3	14.19	65.62	32.97	106.98	17.08	35.3	47.39	32.3	93.54	269.92	236.62	293.66	51.23	59.16	68.62	27.2	377.25	251.52	167.92	315.93	336.78	182.46	264.84
PRKCD	100	1007.82	500.52	868.09	722.55	1329.43	857.02	1515.5	925.05	1192.34	1523.63	666.07	887.67	378.14	685.79	677.82	2947.27	1959.45	367.47	286.57	405.33	522.38	276.64	505.16	580.2
PRKCE	100	138.25	87.05	108.75	151.96	135.3	130.1	191.92	117.61	110.35	153.82	209.73	252.66	209.19	132.2	119.61	169.91	169.56	134.13	101.02	86.86	175.17	156.36	145.3	130.12
PRM1	75	11.75	14.19	39.37	9	10.5	11.75	15.44	22.82	15.25	22.86	95.15	66.84	168.96	56.18	7.38	100.48	9.97	219.36	104.11	95.54	131.38	180.42	116.57	165.33
PSEN1	100	977.4	1015.23	1004.96	774.16	1041.52	941.59	990.48	1534.15	916.46	868.86	710.74	895.69	885.01	946.88	859.17	893.66	945.72	860.69	536.03	703.54	706.93	589.37	1104.92	851.17
PSEN2	100	351.15	363.33	369.36	334.03	223.41	545.6	254.79	210.64	224.74	342.97	456.35	355.6	651.69	708.92	757.56	408.44	680.96	431.74	348.42	532.72	400.38	360.84	231.46	437.83
PSMB10	100	756.21	191.12	695.6	440.12	313.09	170.75	552.6	466.91	842.45	1072.57	580.63	378.33	370.1	366.85	370.42	527.7	391.71	774.06	370.07	199.77	731.95	312.73	418.99	704.2
PSMB7	100	3012.39	2371.08	2236.79	2587.69	2147.54	2138.5	2312.96	2494.31	2520.61	3068.05	2254.55	1812.77	2675.16	2620.86	3050.82	3104.93	3186.26	1731.16	2449.26	1603.96	2627.52	1876.36	2056.1	2225.9
PSMB8	100	2041.9	1570.63	2394.28	1496.7	2270.26	1481.5	2020.67	1697.39	4381.8	2440.3	1388.46	2208.47	800.54	1057.6	1634.73	1537.35	1703.75	1583.06	1254.53	1797.94	1811.11	938.18	1042.41	2623.93
PSMB9	100	676.03	805.18	2240.54	984.9	937.68	744	853.71	670.53	7256.34	2756.25	1223.4	977.24	784.44	642.82	1070.1	1008.84	634.71	1847.13	1097.84	1198.63	1523.34	998.32	473.06	3147.49
PSMD7	100	1288.46	987.79	1824.3	2080.19	1222.45	1344.08	2627.31	1520.11	1473.61	2596.2	1844.81	1041.41	3246.39	1308.78	1163.99	1581.46	1852.46	1366.49	1873.03	903.31	1795.47	1082.51	1294.15	1093.05
PTGDR2	91.67	17.97	15.14	43.12	12.9	36.19	13.01	25.37	11.62	15.25	31.18	172.83	112.3	193.09	16.52	18.01	52.28	10.88	317.17	215.44	156.34	168.91	493.15	163.88	168.4
